id,name,account_root_id:id,bank_account_view_id:id,property_account_receivable:id,property_account_payable:id,property_account_expense_categ:id,property_account_income_categ:id
l10n_id_ar,Indonesia Account Chart Template,accID_ID0,accID_1_1101,accID_1_110301,accID_2_2010101,accID_1_11070201,accID_4_40101
